epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.9230,0.1624,0.9093,608.1878,0.0988,0.9993,0.7704,0.9993,537.8041,0.0092
1,0.9992,0.6561,0.9992,580.9706,0.0057,0.9994,0.7449,0.9994,533.1499,0.0013
2,0.9993,0.6482,0.9993,579.2568,0.0028,0.9995,0.7449,0.9995,532.2189,0.0008
3,0.9993,0.6482,0.9993,579.0594,0.0024,0.9995,0.7449,0.9995,532.9293,0.0007
4,0.9993,0.6482,0.9993,579.0075,0.0023,0.9995,0.7449,0.9995,532.4834,0.0006
5,0.9993,0.6482,0.9993,578.9045,0.0022,0.9995,0.7449,0.9995,531.6556,0.0006
6,0.9993,0.6482,0.9993,578.9233,0.0022,0.9995,0.7449,0.9995,532.5548,0.0006
7,0.9993,0.6498,0.9993,578.8436,0.0021,0.9995,0.7449,0.9995,532.4281,0.0006
8,0.9993,0.6519,0.9993,578.8727,0.0020,0.9995,0.7449,0.9995,532.0507,0.0006
9,0.9993,0.6614,0.9993,578.8165,0.0020,0.9995,0.7449,0.9995,532.1186,0.0006
10,0.9994,0.6799,0.9994,578.8285,0.0019,0.9995,0.7449,0.9995,531.6276,0.0006
11,0.9994,0.6988,0.9994,578.7993,0.0019,0.9995,0.7449,0.9995,532.2436,0.0006
12,0.9995,0.7247,0.9995,578.7983,0.0019,0.9997,0.8265,0.9997,532.0749,0.0006
13,0.9995,0.7437,0.9995,578.7646,0.0017,0.9997,0.8265,0.9997,532.7040,0.0006
14,0.9995,0.7505,0.9995,578.7191,0.0017,0.9997,0.8265,0.9997,531.6945,0.0005
15,0.9995,0.7421,0.9995,578.7261,0.0017,0.9995,0.7551,0.9995,531.2867,0.0006
16,0.9994,0.6909,0.9994,578.6492,0.0015,0.9995,0.7602,0.9995,532.1749,0.0004
17,0.9994,0.7073,0.9994,578.6396,0.0014,0.9996,0.7908,0.9996,532.3386,0.0004
18,0.9995,0.7358,0.9995,578.5897,0.0014,0.9997,0.8265,0.9997,531.7317,0.0004
19,0.9995,0.7474,0.9995,578.5934,0.0013,0.9997,0.8265,0.9997,532.0778,0.0004
