epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.8865,0.0000,0.8712,615.3885,0.1213,0.9497,0.0000,0.9483,551.5983,0.0459
1,0.9877,0.1340,0.9876,585.3815,0.0174,0.9981,0.3163,0.9981,533.2468,0.0037
2,0.9989,0.6435,0.9989,579.6043,0.0034,0.9997,0.9133,0.9997,531.8554,0.0012
3,0.9995,0.8544,0.9995,579.0193,0.0021,0.9997,0.9184,0.9997,532.5322,0.0006
4,0.9996,0.8914,0.9996,578.7807,0.0016,0.9997,0.9184,0.9997,532.4117,0.0004
5,0.9997,0.8929,0.9997,578.6908,0.0014,0.9997,0.9184,0.9997,531.9664,0.0004
6,0.9997,0.8924,0.9997,578.6435,0.0013,0.9998,0.9184,0.9998,532.2486,0.0003
7,0.9997,0.8929,0.9997,578.6031,0.0012,0.9998,0.9184,0.9998,532.0553,0.0003
8,0.9998,0.8929,0.9998,578.5645,0.0011,0.9998,0.9184,0.9998,532.3258,0.0003
9,0.9998,0.8924,0.9998,578.5749,0.0012,0.9998,0.9184,0.9998,531.6365,0.0003
10,0.9998,0.8929,0.9998,578.5335,0.0011,0.9998,0.9184,0.9998,532.8901,0.0003
11,0.9998,0.8929,0.9998,578.5005,0.0010,0.9998,0.9184,0.9998,532.0142,0.0002
12,0.9998,0.8929,0.9998,578.5226,0.0010,0.9998,0.9184,0.9998,532.4508,0.0002
13,0.9998,0.8929,0.9998,578.4780,0.0009,0.9998,0.9184,0.9998,532.6322,0.0002
14,0.9998,0.8929,0.9998,578.4850,0.0009,0.9998,0.9184,0.9998,532.0315,0.0002
15,0.9998,0.8929,0.9998,578.4955,0.0009,0.9998,0.9184,0.9998,532.4230,0.0002
16,0.9998,0.8924,0.9998,578.4715,0.0009,0.9998,0.9184,0.9998,532.4044,0.0002
17,0.9998,0.8929,0.9998,578.4550,0.0008,0.9998,0.9184,0.9998,532.1350,0.0002
18,0.9998,0.8929,0.9998,578.4238,0.0007,0.9999,0.9235,0.9999,532.0731,0.0001
19,0.9998,0.9030,0.9998,578.4296,0.0008,0.9999,0.9235,0.9999,532.0545,0.0001
