epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.7796,0.0000,0.7186,645.0213,0.1716,0.8205,0.0000,0.7715,589.2220,0.1288
1,0.8273,0.0000,0.7973,633.3392,0.1249,0.8467,0.0000,0.8262,580.2746,0.1099
2,0.8776,0.0000,0.8669,618.5537,0.0906,0.9012,0.0000,0.8955,563.7137,0.0742
3,0.9412,0.0000,0.9390,600.0973,0.0479,0.9531,0.0000,0.9521,549.0292,0.0386
4,0.9795,0.0053,0.9793,588.1816,0.0215,0.9764,0.0051,0.9761,542.0352,0.0207
5,0.9891,0.0390,0.9891,584.2549,0.0131,0.9733,0.0102,0.9731,542.0627,0.0239
6,0.9928,0.1187,0.9928,582.8529,0.0099,0.9852,0.0357,0.9851,538.1506,0.0149
7,0.9947,0.2099,0.9947,581.9757,0.0080,0.9800,0.0561,0.9799,540.1516,0.0172
8,0.9960,0.3249,0.9960,581.4170,0.0066,0.9930,0.2653,0.9930,536.2409,0.0085
9,0.9969,0.3993,0.9968,580.8678,0.0054,0.9927,0.2755,0.9927,535.9833,0.0075
10,0.9974,0.4757,0.9974,580.4501,0.0044,0.9914,0.1888,0.9914,535.8994,0.0081
11,0.9975,0.4889,0.9975,580.1372,0.0040,0.9944,0.3265,0.9944,534.9819,0.0055
12,0.9979,0.5090,0.9979,579.8381,0.0033,0.9858,0.0765,0.9858,537.0228,0.0120
13,0.9980,0.5501,0.9980,579.7191,0.0032,0.9881,0.1480,0.9881,535.9414,0.0096
14,0.9978,0.5580,0.9978,579.7080,0.0032,0.9965,0.4490,0.9965,534.0039,0.0037
15,0.9983,0.5802,0.9983,579.5789,0.0029,0.9952,0.3367,0.9952,534.4989,0.0045
16,0.9983,0.5997,0.9983,579.5312,0.0029,0.9966,0.4388,0.9966,533.5052,0.0034
17,0.9985,0.6450,0.9985,579.3821,0.0025,0.9932,0.2704,0.9932,534.7633,0.0058
18,0.9984,0.6334,0.9984,579.3703,0.0025,0.9827,0.0510,0.9827,537.9856,0.0136
19,0.9987,0.6614,0.9987,579.2857,0.0023,0.9825,0.0357,0.9825,537.3618,0.0135
