epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.7985,0.0000,0.7231,645.0268,0.1565,0.8278,0.0000,0.7826,588.7685,0.1271
1,0.8367,0.0000,0.8018,633.3549,0.1236,0.8614,0.0000,0.8388,578.9783,0.1056
2,0.8576,0.0000,0.8355,627.7392,0.1113,0.8681,0.0000,0.8486,577.2657,0.1013
3,0.8668,0.0000,0.8501,625.2421,0.1056,0.8786,0.0000,0.8644,574.9643,0.0963
4,0.8773,0.0000,0.8648,622.8291,0.1006,0.8829,0.0000,0.8698,574.4156,0.0952
5,0.8865,0.0000,0.8756,621.7248,0.0982,0.8891,0.0000,0.8771,574.1319,0.0942
6,0.8909,0.0000,0.8804,621.0285,0.0966,0.8919,0.0000,0.8801,573.6392,0.0935
7,0.8915,0.0000,0.8807,620.6032,0.0957,0.8910,0.0000,0.8796,573.3023,0.0928
8,0.8907,0.0000,0.8796,620.2543,0.0948,0.8907,0.0000,0.8782,573.1481,0.0920
9,0.8905,0.0000,0.8795,620.0077,0.0943,0.8916,0.0000,0.8801,572.7662,0.0916
10,0.8900,0.0000,0.8790,619.8734,0.0940,0.8921,0.0000,0.8795,572.9239,0.0912
11,0.8905,0.0000,0.8796,619.7696,0.0937,0.8913,0.0000,0.8787,572.6774,0.0910
12,0.8902,0.0000,0.8792,619.7101,0.0936,0.8907,0.0000,0.8776,572.6698,0.0907
13,0.8899,0.0000,0.8789,619.6446,0.0934,0.8913,0.0000,0.8790,572.4327,0.0906
14,0.8902,0.0000,0.8792,619.5971,0.0933,0.8919,0.0000,0.8801,572.4122,0.0905
15,0.8900,0.0000,0.8790,619.5429,0.0932,0.8905,0.0000,0.8772,572.6403,0.0906
16,0.8900,0.0000,0.8790,619.5075,0.0931,0.8916,0.0000,0.8798,572.2172,0.0904
17,0.8900,0.0000,0.8791,619.4568,0.0930,0.8917,0.0000,0.8797,572.2577,0.0902
18,0.8900,0.0000,0.8791,619.4125,0.0929,0.8912,0.0000,0.8785,572.3918,0.0900
19,0.8894,0.0000,0.8785,619.3545,0.0928,0.8917,0.0000,0.8790,572.3146,0.0901
