epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.8063,0.0000,0.7454,641.9571,0.1554,0.8507,0.0000,0.8200,583.6467,0.1136
1,0.8723,0.0000,0.8537,624.8852,0.1038,0.9046,0.0000,0.8961,569.9355,0.0841
2,0.9090,0.0000,0.9015,614.4985,0.0805,0.9178,0.0000,0.9113,564.8510,0.0713
3,0.9178,0.0000,0.9122,610.3725,0.0715,0.9246,0.0000,0.9204,561.7917,0.0675
4,0.9298,0.0000,0.9265,605.2177,0.0598,0.9352,0.0000,0.9323,556.3838,0.0553
5,0.9350,0.0000,0.9326,602.2424,0.0539,0.9313,0.0000,0.9269,556.9758,0.0594
6,0.9362,0.0000,0.9339,601.4322,0.0525,0.9383,0.0000,0.9364,554.7199,0.0533
7,0.9370,0.0000,0.9347,601.0884,0.0519,0.9389,0.0000,0.9377,554.1640,0.0503
8,0.9371,0.0000,0.9350,600.8503,0.0515,0.9402,0.0000,0.9372,555.1767,0.0517
9,0.9375,0.0000,0.9354,600.6923,0.0512,0.9353,0.0000,0.9341,554.3814,0.0525
10,0.9375,0.0000,0.9355,600.5693,0.0509,0.9392,0.0000,0.9373,553.9913,0.0511
11,0.9376,0.0000,0.9357,600.4502,0.0507,0.9403,0.0000,0.9376,554.4701,0.0505
12,0.9380,0.0000,0.9361,600.3450,0.0504,0.9388,0.0000,0.9373,553.5437,0.0499
13,0.9384,0.0000,0.9365,600.2537,0.0502,0.9398,0.0000,0.9366,554.5183,0.0504
14,0.9387,0.0000,0.9369,600.1988,0.0501,0.9408,0.0000,0.9394,553.6150,0.0487
15,0.9390,0.0000,0.9371,600.1399,0.0500,0.9413,0.0000,0.9392,553.6939,0.0494
16,0.9395,0.0000,0.9377,600.0662,0.0498,0.9409,0.0000,0.9375,554.0417,0.0494
17,0.9396,0.0000,0.9378,600.0127,0.0497,0.9429,0.0000,0.9412,553.1088,0.0488
18,0.9404,0.0000,0.9386,599.9713,0.0497,0.9428,0.0000,0.9403,553.2935,0.0481
19,0.9411,0.0000,0.9394,599.9418,0.0496,0.9451,0.0000,0.9438,552.9704,0.0488
