epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.7947,0.0000,0.7068,649.3483,0.1984,0.8121,0.0000,0.7280,597.8909,0.1481
1,0.7964,0.0000,0.7064,647.2426,0.1554,0.8121,0.0000,0.7280,596.2147,0.1437
2,0.7965,0.0000,0.7084,646.1832,0.1526,0.8119,0.0000,0.7297,595.5118,0.1417
3,0.7970,0.0000,0.7110,645.4932,0.1509,0.8118,0.0000,0.7299,595.1022,0.1409
4,0.7987,0.0000,0.7172,644.8983,0.1495,0.8117,0.0000,0.7341,594.6822,0.1403
5,0.7999,0.0000,0.7231,644.2279,0.1480,0.8115,0.0000,0.7361,594.4927,0.1404
6,0.8018,0.0000,0.7302,643.3732,0.1461,0.8125,0.0000,0.7455,593.8151,0.1393
7,0.8043,0.0000,0.7382,642.3897,0.1440,0.8138,0.0000,0.7446,593.7058,0.1382
8,0.8070,0.0000,0.7458,641.5232,0.1420,0.8138,0.0000,0.7455,593.8085,0.1388
9,0.8089,0.0000,0.7506,640.9405,0.1406,0.8148,0.0000,0.7491,593.2885,0.1377
10,0.8111,0.0000,0.7551,640.4322,0.1394,0.8148,0.0000,0.7502,593.1034,0.1375
11,0.8128,0.0000,0.7586,639.9648,0.1384,0.8152,0.0000,0.7491,593.1294,0.1373
12,0.8138,0.0000,0.7609,639.6524,0.1376,0.8156,0.0000,0.7543,592.8630,0.1370
13,0.8152,0.0000,0.7637,639.3087,0.1369,0.8168,0.0000,0.7584,592.4602,0.1363
14,0.8162,0.0000,0.7659,639.0260,0.1363,0.8157,0.0000,0.7555,592.6580,0.1366
15,0.8169,0.0000,0.7678,638.7721,0.1357,0.8159,0.0000,0.7566,592.5618,0.1363
16,0.8175,0.0000,0.7691,638.5480,0.1352,0.8159,0.0000,0.7584,592.2931,0.1361
17,0.8182,0.0000,0.7705,638.3903,0.1349,0.8153,0.0000,0.7557,592.5229,0.1358
18,0.8193,0.0000,0.7731,638.0034,0.1339,0.8170,0.0000,0.7608,591.9881,0.1357
19,0.8200,0.0000,0.7744,637.8426,0.1336,0.8153,0.0000,0.7588,591.9408,0.1354
