epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_loss
0,0.8135,0.0000,0.7968,0.1666,0.8671,0.0000,0.8589,0.0996
1,0.9151,0.0000,0.9125,0.0759,0.9565,0.0000,0.9561,0.0549
2,0.9781,0.0356,0.9780,0.0441,0.9979,0.2663,0.9979,0.0209
3,0.9992,0.7315,0.9992,0.0082,0.9999,0.9457,0.9999,0.0025
4,0.9998,0.9336,0.9998,0.0030,0.9999,0.9728,0.9999,0.0013
5,0.9999,0.9445,0.9999,0.0020,1.0000,0.9837,1.0000,0.0007
6,0.9999,0.9610,0.9999,0.0016,1.0000,0.9918,1.0000,0.0005
7,1.0000,0.9815,1.0000,0.0014,1.0000,0.9946,1.0000,0.0005
8,1.0000,0.9897,1.0000,0.0012,1.0000,0.9973,1.0000,0.0002
9,1.0000,0.9945,1.0000,0.0012,1.0000,1.0000,1.0000,0.0002
10,1.0000,0.9973,1.0000,0.0011,1.0000,1.0000,1.0000,0.0002
11,1.0000,0.9979,1.0000,0.0010,1.0000,1.0000,1.0000,0.0002
12,1.0000,1.0000,1.0000,0.0009,1.0000,1.0000,1.0000,0.0002
13,1.0000,0.9986,1.0000,0.0009,1.0000,1.0000,1.0000,0.0003
14,1.0000,0.9986,1.0000,0.0009,1.0000,1.0000,1.0000,0.0001
15,1.0000,1.0000,1.0000,0.0009,1.0000,1.0000,1.0000,0.0001
16,1.0000,0.9993,1.0000,0.0009,1.0000,1.0000,1.0000,0.0001
17,1.0000,1.0000,1.0000,0.0008,1.0000,1.0000,1.0000,0.0001
18,1.0000,1.0000,1.0000,0.0008,1.0000,1.0000,1.0000,0.0001
19,1.0000,1.0000,1.0000,0.0008,1.0000,1.0000,1.0000,0.0001
