epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.7954,0.0000,0.7062,651.0938,0.2537,0.8121,0.0000,0.7280,597.6178,0.1554
1,0.7997,0.0000,0.7169,644.1625,0.1500,0.8226,0.0000,0.7572,588.7976,0.1237
2,0.8183,0.0000,0.7644,634.6655,0.1244,0.8477,0.0000,0.8175,581.6412,0.1084
3,0.8458,0.0000,0.8241,627.4764,0.1096,0.8678,0.0000,0.8570,575.2816,0.0955
4,0.8705,0.0000,0.8636,621.4778,0.0971,0.8863,0.0000,0.8817,569.9663,0.0852
5,0.8864,0.0000,0.8826,617.2578,0.0880,0.8958,0.0000,0.8929,566.9500,0.0787
6,0.8939,0.0000,0.8909,615.0653,0.0830,0.9039,0.0000,0.9018,565.3466,0.0740
7,0.9005,0.0000,0.8981,613.3326,0.0791,0.9108,0.0000,0.9089,563.5478,0.0704
8,0.9051,0.0000,0.9031,611.8373,0.0757,0.9130,0.0000,0.9114,561.8423,0.0675
9,0.9085,0.0000,0.9067,610.6401,0.0732,0.9158,0.0000,0.9145,561.2519,0.0656
10,0.9119,0.0000,0.9103,609.6337,0.0710,0.9196,0.0000,0.9184,560.2363,0.0629
11,0.9151,0.0000,0.9137,608.4192,0.0683,0.9243,0.0000,0.9231,559.4513,0.0604
12,0.9193,0.0000,0.9180,607.3131,0.0658,0.9287,0.0000,0.9278,558.0140,0.0580
13,0.9228,0.0000,0.9217,606.3226,0.0636,0.9294,0.0000,0.9285,557.7220,0.0569
14,0.9250,0.0000,0.9240,605.6609,0.0623,0.9337,0.0000,0.9328,556.2995,0.0546
15,0.9277,0.0000,0.9267,605.0260,0.0606,0.9351,0.0000,0.9343,556.4580,0.0538
16,0.9293,0.0000,0.9283,604.3899,0.0592,0.9373,0.0000,0.9366,555.5184,0.0521
17,0.9313,0.0000,0.9304,603.4968,0.0570,0.9398,0.0000,0.9392,553.7943,0.0501
18,0.9345,0.0000,0.9336,602.5392,0.0549,0.9406,0.0000,0.9400,554.1750,0.0483
19,0.9368,0.0000,0.9360,601.8820,0.0534,0.9418,0.0000,0.9413,553.2868,0.0475
