epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.8150,0.0000,0.7574,640.5427,0.1415,0.8223,0.0000,0.7621,591.9077,0.1337
1,0.8337,0.0000,0.7969,633.1662,0.1231,0.8269,0.0000,0.7739,589.6676,0.1289
2,0.8409,0.0000,0.8104,630.4051,0.1169,0.8277,0.0000,0.7830,588.6323,0.1279
3,0.8486,0.0000,0.8220,628.2999,0.1122,0.8301,0.0000,0.7882,587.6539,0.1255
4,0.8568,0.0000,0.8343,625.9480,0.1069,0.8350,0.0000,0.7973,586.4273,0.1232
5,0.8619,0.0000,0.8419,624.3978,0.1034,0.8386,0.0000,0.8056,584.7898,0.1209
6,0.8661,0.0000,0.8483,623.0355,0.1005,0.8415,0.0000,0.8103,584.4920,0.1189
7,0.8687,0.0000,0.8516,622.1929,0.0985,0.8410,0.0000,0.8093,584.2156,0.1193
8,0.8706,0.0000,0.8546,621.4704,0.0970,0.8427,0.0000,0.8117,584.2884,0.1181
9,0.8719,0.0000,0.8564,621.0616,0.0960,0.8441,0.0000,0.8152,583.0048,0.1169
10,0.8739,0.0000,0.8592,620.4961,0.0947,0.8435,0.0000,0.8146,583.3980,0.1174
11,0.8756,0.0000,0.8613,619.9240,0.0935,0.8427,0.0000,0.8149,583.0205,0.1179
12,0.8763,0.0000,0.8622,619.6821,0.0929,0.8424,0.0000,0.8155,582.9112,0.1177
13,0.8769,0.0000,0.8632,619.4442,0.0924,0.8415,0.0000,0.8132,583.1089,0.1176
14,0.8779,0.0000,0.8646,619.0849,0.0915,0.8430,0.0000,0.8152,583.4066,0.1167
15,0.8780,0.0000,0.8644,619.0996,0.0916,0.8447,0.0000,0.8176,582.4002,0.1161
16,0.8802,0.0000,0.8675,618.3369,0.0899,0.8437,0.0000,0.8181,582.0478,0.1159
17,0.8808,0.0000,0.8682,618.1601,0.0894,0.8459,0.0000,0.8205,582.1140,0.1157
18,0.8813,0.0000,0.8687,618.0435,0.0893,0.8460,0.0000,0.8198,582.1154,0.1153
19,0.8820,0.0000,0.8698,617.8485,0.0888,0.8451,0.0000,0.8198,581.9213,0.1155
