epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.7939,0.0000,0.7461,643.4254,0.1663,0.8218,0.0000,0.7658,593.1444,0.1430
1,0.8371,0.0000,0.8063,633.4092,0.1291,0.8290,0.0000,0.7903,589.1695,0.1361
2,0.8551,0.0000,0.8350,627.4445,0.1163,0.8353,0.0000,0.8023,586.9185,0.1326
3,0.8671,0.0000,0.8518,623.6735,0.1078,0.8393,0.0000,0.8129,584.6911,0.1293
4,0.8754,0.0000,0.8627,621.1533,0.1022,0.8430,0.0000,0.8174,583.8112,0.1270
5,0.8810,0.0000,0.8697,619.4228,0.0983,0.8456,0.0000,0.8226,582.9603,0.1261
6,0.8854,0.0000,0.8751,618.0538,0.0952,0.8464,0.0000,0.8232,582.4450,0.1250
7,0.8892,0.0000,0.8799,616.8557,0.0925,0.8484,0.0000,0.8264,582.0293,0.1243
8,0.8920,0.0000,0.8832,615.9734,0.0905,0.8480,0.0000,0.8270,581.5502,0.1239
9,0.8944,0.0000,0.8862,615.2160,0.0887,0.8488,0.0000,0.8286,581.3055,0.1245
10,0.8968,0.0000,0.8890,614.4729,0.0870,0.8465,0.0000,0.8259,581.3972,0.1251
11,0.8984,0.0000,0.8909,613.9238,0.0857,0.8483,0.0000,0.8291,580.7417,0.1237
12,0.9006,0.0000,0.8936,613.3122,0.0842,0.8489,0.0000,0.8302,580.5774,0.1235
13,0.9023,0.0000,0.8955,612.8392,0.0832,0.8493,0.0000,0.8310,580.1715,0.1229
14,0.9035,0.0000,0.8968,612.4301,0.0823,0.8506,0.0000,0.8323,580.0449,0.1227
15,0.9054,0.0000,0.8990,611.9818,0.0812,0.8487,0.0000,0.8316,579.8279,0.1234
16,0.9063,0.0000,0.9001,611.6421,0.0805,0.8507,0.0000,0.8333,579.5812,0.1226
17,0.9068,0.0000,0.9007,611.4150,0.0800,0.8498,0.0000,0.8322,579.6499,0.1227
18,0.9082,0.0000,0.9023,611.0564,0.0791,0.8509,0.0000,0.8334,579.5891,0.1223
19,0.9093,0.0000,0.9035,610.7546,0.0784,0.8499,0.0000,0.8323,579.6512,0.1228
