epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.8429,0.0000,0.8116,629.3197,0.1553,0.9369,0.0000,0.9324,555.5511,0.0559
1,0.9813,0.2025,0.9804,590.2939,0.0278,0.9983,0.3724,0.9983,537.5358,0.0111
2,0.9985,0.5248,0.9985,581.5185,0.0076,0.9993,0.7602,0.9993,533.8601,0.0024
3,0.9989,0.6487,0.9989,579.5862,0.0039,0.9994,0.7755,0.9994,532.6978,0.0012
4,0.9992,0.7157,0.9992,579.0345,0.0028,0.9996,0.8571,0.9996,532.4727,0.0007
5,0.9997,0.8787,0.9997,578.8393,0.0023,1.0000,0.9949,1.0000,532.8134,0.0005
6,1.0000,0.9757,1.0000,578.6743,0.0017,1.0000,1.0000,1.0000,532.2651,0.0004
7,1.0000,0.9895,1.0000,578.5969,0.0016,1.0000,1.0000,1.0000,531.7353,0.0003
8,1.0000,0.9921,1.0000,578.5361,0.0013,1.0000,1.0000,1.0000,532.2964,0.0003
9,1.0000,0.9963,1.0000,578.5692,0.0014,1.0000,1.0000,1.0000,531.9245,0.0002
10,1.0000,0.9979,1.0000,578.4708,0.0011,1.0000,1.0000,1.0000,531.5213,0.0002
11,1.0000,0.9989,1.0000,578.4957,0.0011,1.0000,1.0000,1.0000,532.0620,0.0001
12,1.0000,0.9984,1.0000,578.4796,0.0011,1.0000,1.0000,1.0000,532.2846,0.0002
13,1.0000,0.9984,1.0000,578.4582,0.0010,1.0000,1.0000,1.0000,532.5156,0.0001
14,1.0000,0.9989,1.0000,578.4596,0.0009,1.0000,1.0000,1.0000,531.4889,0.0001
15,1.0000,0.9979,1.0000,578.4785,0.0009,1.0000,1.0000,1.0000,532.0767,0.0001
16,1.0000,0.9989,1.0000,578.4421,0.0009,1.0000,1.0000,1.0000,531.7785,0.0001
17,1.0000,0.9989,1.0000,578.4296,0.0008,1.0000,1.0000,1.0000,531.6303,0.0001
18,1.0000,0.9989,1.0000,578.4090,0.0008,1.0000,1.0000,1.0000,531.5583,0.0001
19,1.0000,0.9989,1.0000,578.4368,0.0008,1.0000,1.0000,1.0000,532.1287,0.0001
