epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.8013,0.0000,0.7268,643.8452,0.1554,0.8288,0.0000,0.7907,586.3059,0.1225
1,0.8353,0.0000,0.8055,630.9433,0.1181,0.8588,0.0000,0.8400,576.8234,0.1019
2,0.8633,0.0000,0.8472,622.7745,0.0997,0.8782,0.0000,0.8662,571.1107,0.0877
3,0.8817,0.0000,0.8700,615.5890,0.0838,0.8871,0.0000,0.8769,567.4036,0.0775
4,0.8882,0.0000,0.8781,612.4117,0.0769,0.8954,0.0000,0.8855,563.4499,0.0718
5,0.9036,0.0000,0.8964,609.1320,0.0692,0.9117,0.0000,0.9085,558.5982,0.0645
6,0.9395,0.0000,0.9380,600.0781,0.0494,0.9440,0.0000,0.9424,552.2262,0.0455
7,0.9562,0.0000,0.9556,596.0408,0.0404,0.9536,0.0000,0.9525,550.1728,0.0409
8,0.9618,0.0000,0.9613,594.2764,0.0365,0.9545,0.0000,0.9540,548.7421,0.0384
9,0.9645,0.0000,0.9641,593.2841,0.0343,0.9571,0.0000,0.9561,549.3017,0.0365
10,0.9666,0.0000,0.9662,592.7316,0.0329,0.9596,0.0000,0.9590,547.3934,0.0358
11,0.9696,0.0000,0.9694,592.1711,0.0317,0.9612,0.0000,0.9608,548.2215,0.0358
12,0.9741,0.0005,0.9739,591.4699,0.0301,0.9707,0.0000,0.9705,546.6052,0.0311
13,0.9799,0.0016,0.9798,590.1636,0.0272,0.9710,0.0000,0.9710,544.5245,0.0319
14,0.9841,0.0053,0.9840,588.8986,0.0246,0.9784,0.0000,0.9783,544.1684,0.0279
15,0.9879,0.0216,0.9879,587.8001,0.0219,0.9790,0.0051,0.9789,544.2641,0.0265
16,0.9900,0.0485,0.9900,586.9589,0.0201,0.9793,0.0000,0.9793,542.3592,0.0267
17,0.9920,0.0601,0.9920,586.1630,0.0182,0.9912,0.0714,0.9912,539.7289,0.0180
18,0.9937,0.1197,0.9937,585.3758,0.0164,0.9876,0.0357,0.9875,540.6171,0.0194
19,0.9944,0.1297,0.9944,584.9013,0.0154,0.9888,0.0714,0.9889,539.7575,0.0191
