epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_loss
0,0.3580,0.0000,0.3580,0.3356,0.2979,0.0000,0.2979,0.2446
1,0.4711,0.0000,0.4711,0.2278,0.5213,0.0000,0.5213,0.1924
2,0.5450,0.0000,0.5450,0.1743,0.5763,0.0000,0.5763,0.1563
3,0.5966,0.0000,0.5966,0.1479,0.6160,0.0000,0.6160,0.1348
4,0.6449,0.0000,0.6449,0.1291,0.6584,0.0000,0.6584,0.1176
5,0.6901,0.0000,0.6901,0.1152,0.7117,0.0000,0.7117,0.1036
6,0.7362,0.0000,0.7362,0.1048,0.7608,0.0000,0.7608,0.0947
7,0.7785,0.0000,0.7785,0.0962,0.8022,0.0000,0.8022,0.0872
8,0.8279,0.0000,0.8279,0.0878,0.8383,0.0000,0.8383,0.0802
9,0.8714,0.0000,0.8714,0.0801,0.8759,0.0000,0.8759,0.0732
10,0.9063,0.0000,0.9063,0.0730,0.9089,0.0000,0.9089,0.0673
11,0.9277,0.0000,0.9277,0.0668,0.9314,0.0000,0.9314,0.0618
12,0.9458,0.0000,0.9458,0.0617,0.9471,0.0000,0.9471,0.0575
13,0.9569,0.0000,0.9569,0.0583,0.9581,0.0000,0.9581,0.0544
14,0.9639,0.0000,0.9639,0.0555,0.9647,0.0000,0.9647,0.0532
15,0.9699,0.0000,0.9699,0.0532,0.9818,0.0000,0.9818,0.0501
16,0.9748,0.0000,0.9748,0.0518,0.9863,0.0000,0.9863,0.0485
17,0.9807,0.0000,0.9807,0.0498,0.9844,0.0000,0.9844,0.0474
18,0.9817,0.0000,0.9817,0.0484,0.9879,0.0000,0.9879,0.0462
19,0.9849,0.0000,0.9849,0.0474,0.9922,0.0000,0.9922,0.0453
