epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.8327,0.0000,0.7916,634.3633,0.1286,0.8579,0.0000,0.8343,580.1844,0.1077
1,0.8915,0.0000,0.8825,617.5227,0.0884,0.8903,0.0000,0.8796,571.1046,0.0879
2,0.9222,0.0000,0.9183,609.0454,0.0697,0.9140,0.0000,0.9079,564.1016,0.0727
3,0.9454,0.0005,0.9436,603.0412,0.0563,0.9426,0.0000,0.9401,557.3851,0.0575
4,0.9668,0.0042,0.9662,597.3342,0.0436,0.9677,0.0000,0.9671,550.7003,0.0426
5,0.9826,0.0374,0.9824,592.6327,0.0332,0.9838,0.0204,0.9836,546.3075,0.0313
6,0.9913,0.1271,0.9913,589.3725,0.0259,0.9926,0.1480,0.9926,543.5693,0.0229
7,0.9961,0.3455,0.9961,586.8524,0.0202,0.9971,0.3469,0.9970,540.4999,0.0166
8,0.9981,0.5617,0.9981,585.1653,0.0164,0.9985,0.6327,0.9985,538.2632,0.0117
9,0.9990,0.7495,0.9990,583.8922,0.0134,0.9991,0.8316,0.9991,536.1632,0.0081
10,0.9993,0.8217,0.9993,582.9778,0.0114,0.9993,0.8571,0.9993,536.0761,0.0063
11,0.9994,0.8492,0.9994,582.6293,0.0105,0.9993,0.8520,0.9993,535.8430,0.0058
12,0.9995,0.8724,0.9995,582.3775,0.0100,0.9993,0.8520,0.9993,536.1855,0.0056
13,0.9996,0.8929,0.9996,582.1709,0.0094,0.9994,0.8724,0.9994,535.5946,0.0050
14,0.9996,0.9003,0.9996,581.9573,0.0090,0.9995,0.9133,0.9995,534.5604,0.0045
15,0.9996,0.9161,0.9996,581.8155,0.0086,0.9995,0.8980,0.9995,534.6455,0.0041
16,0.9997,0.9188,0.9997,581.7105,0.0084,0.9996,0.9133,0.9996,534.9293,0.0042
17,0.9997,0.9256,0.9997,581.6346,0.0082,0.9996,0.9184,0.9996,534.5695,0.0037
18,0.9997,0.9346,0.9997,581.4881,0.0079,0.9996,0.9286,0.9996,534.4147,0.0034
19,0.9997,0.9341,0.9997,581.4569,0.0078,0.9996,0.9235,0.9996,534.3139,0.0038
