epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.7883,0.0000,0.7086,652.8505,0.1874,0.8118,0.0000,0.7293,599.0080,0.1534
1,0.7974,0.0000,0.7115,647.0734,0.1578,0.8121,0.0000,0.7302,596.0688,0.1450
2,0.7983,0.0000,0.7144,645.9471,0.1545,0.8121,0.0000,0.7322,595.5948,0.1435
3,0.7990,0.0000,0.7158,645.4713,0.1527,0.8124,0.0000,0.7316,595.3938,0.1430
4,0.8001,0.0000,0.7183,645.0690,0.1517,0.8127,0.0000,0.7331,595.2083,0.1429
5,0.8007,0.0000,0.7203,644.8223,0.1511,0.8135,0.0000,0.7327,595.1606,0.1423
6,0.8016,0.0000,0.7231,644.4880,0.1503,0.8135,0.0000,0.7357,595.1567,0.1423
7,0.8028,0.0000,0.7265,644.0254,0.1493,0.8141,0.0000,0.7364,594.8250,0.1416
8,0.8035,0.0000,0.7283,643.7425,0.1487,0.8135,0.0000,0.7377,594.6522,0.1415
9,0.8042,0.0000,0.7303,643.4650,0.1481,0.8137,0.0000,0.7346,594.9437,0.1418
10,0.8047,0.0000,0.7317,643.2392,0.1475,0.8142,0.0000,0.7369,594.5228,0.1412
11,0.8056,0.0000,0.7343,642.9349,0.1468,0.8155,0.0000,0.7397,594.2846,0.1404
12,0.8064,0.0000,0.7369,642.6808,0.1463,0.8153,0.0000,0.7396,594.3459,0.1402
13,0.8068,0.0000,0.7384,642.5017,0.1459,0.8148,0.0000,0.7407,594.2029,0.1401
14,0.8071,0.0000,0.7394,642.3230,0.1455,0.8160,0.0000,0.7425,594.0349,0.1399
15,0.8073,0.0000,0.7400,642.1927,0.1453,0.8159,0.0000,0.7440,593.8318,0.1401
16,0.8080,0.0000,0.7420,641.9869,0.1448,0.8167,0.0000,0.7446,593.6708,0.1391
17,0.8083,0.0000,0.7431,641.8360,0.1444,0.8160,0.0000,0.7422,594.0119,0.1397
18,0.8086,0.0000,0.7442,641.7339,0.1442,0.8162,0.0000,0.7445,593.6766,0.1394
19,0.8090,0.0000,0.7449,641.6300,0.1440,0.8158,0.0000,0.7431,593.7450,0.1394
