epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.7823,0.0000,0.7067,648.4080,0.1789,0.8129,0.0000,0.7371,594.9239,0.1457
1,0.8056,0.0000,0.7383,642.2850,0.1479,0.8159,0.0000,0.7528,593.0788,0.1419
2,0.8186,0.0000,0.7703,638.4837,0.1393,0.8213,0.0000,0.7681,591.6150,0.1393
3,0.8282,0.0000,0.7899,635.4499,0.1328,0.8223,0.0000,0.7779,589.9416,0.1360
4,0.8352,0.0000,0.8027,633.2549,0.1281,0.8237,0.0000,0.7778,589.8121,0.1356
5,0.8402,0.0000,0.8107,631.6773,0.1245,0.8259,0.0000,0.7886,588.3368,0.1343
6,0.8438,0.0000,0.8170,630.3217,0.1215,0.8265,0.0000,0.7890,588.1906,0.1338
7,0.8465,0.0000,0.8217,629.2747,0.1191,0.8260,0.0000,0.7898,587.7030,0.1330
8,0.8495,0.0000,0.8263,628.3415,0.1170,0.8280,0.0000,0.7880,588.1596,0.1330
9,0.8517,0.0000,0.8296,627.7145,0.1155,0.8263,0.0000,0.7915,587.3078,0.1326
10,0.8541,0.0000,0.8332,627.0619,0.1141,0.8275,0.0000,0.7942,587.1557,0.1319
11,0.8554,0.0000,0.8354,626.4875,0.1129,0.8281,0.0000,0.7949,586.8030,0.1314
12,0.8570,0.0000,0.8376,626.0602,0.1119,0.8294,0.0000,0.7960,586.8447,0.1310
13,0.8582,0.0000,0.8392,625.6827,0.1110,0.8275,0.0000,0.7957,586.6965,0.1313
14,0.8596,0.0000,0.8411,625.3082,0.1102,0.8288,0.0000,0.7967,586.5469,0.1305
15,0.8606,0.0000,0.8429,624.8333,0.1092,0.8282,0.0000,0.7953,586.6710,0.1313
16,0.8612,0.0000,0.8438,624.6372,0.1086,0.8297,0.0000,0.7987,586.2233,0.1302
17,0.8624,0.0000,0.8454,624.2812,0.1079,0.8298,0.0000,0.8000,585.9649,0.1299
18,0.8630,0.0000,0.8461,624.0830,0.1075,0.8310,0.0000,0.8006,586.2673,0.1312
19,0.8640,0.0000,0.8476,623.8361,0.1069,0.8306,0.0000,0.7997,586.2205,0.1304
