epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.7789,0.0000,0.7097,650.9668,0.1973,0.8131,0.0000,0.7348,597.9935,0.1513
1,0.8029,0.0000,0.7290,645.2839,0.1541,0.8145,0.0000,0.7398,595.6749,0.1460
2,0.8099,0.0000,0.7476,641.9858,0.1466,0.8175,0.0000,0.7516,593.7238,0.1421
3,0.8157,0.0000,0.7649,639.5516,0.1414,0.8212,0.0000,0.7620,592.3810,0.1390
4,0.8196,0.0000,0.7741,638.0548,0.1380,0.8220,0.0000,0.7640,592.0547,0.1381
5,0.8245,0.0000,0.7833,636.6550,0.1350,0.8227,0.0000,0.7682,591.5511,0.1372
6,0.8280,0.0000,0.7899,635.4191,0.1323,0.8225,0.0000,0.7725,590.8702,0.1363
7,0.8310,0.0000,0.7958,634.4844,0.1303,0.8220,0.0000,0.7715,590.7855,0.1363
8,0.8336,0.0000,0.7998,633.7958,0.1287,0.8231,0.0000,0.7795,590.1068,0.1363
9,0.8352,0.0000,0.8033,633.1960,0.1274,0.8246,0.0000,0.7810,589.8621,0.1346
10,0.8367,0.0000,0.8054,632.7968,0.1265,0.8261,0.0000,0.7825,589.5691,0.1341
11,0.8379,0.0000,0.8076,632.3651,0.1256,0.8254,0.0000,0.7781,590.1988,0.1354
12,0.8394,0.0000,0.8099,631.9724,0.1248,0.8246,0.0000,0.7796,589.7586,0.1350
13,0.8405,0.0000,0.8117,631.5813,0.1239,0.8273,0.0000,0.7847,589.1830,0.1336
14,0.8416,0.0000,0.8132,631.2714,0.1232,0.8263,0.0000,0.7862,588.9178,0.1340
15,0.8424,0.0000,0.8145,631.0199,0.1227,0.8265,0.0000,0.7817,589.3275,0.1339
16,0.8438,0.0000,0.8163,630.7230,0.1220,0.8283,0.0000,0.7844,589.0057,0.1329
17,0.8442,0.0000,0.8170,630.5001,0.1215,0.8285,0.0000,0.7855,588.9509,0.1330
18,0.8451,0.0000,0.8183,630.2243,0.1209,0.8282,0.0000,0.7872,588.4292,0.1323
19,0.8455,0.0000,0.8192,630.0262,0.1205,0.8280,0.0000,0.7883,588.5238,0.1330
