epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.7742,0.0000,0.7140,650.5105,0.1999,0.8222,0.0000,0.7704,592.6370,0.1440
1,0.8511,0.0000,0.8285,624.0570,0.1047,0.9112,0.0000,0.9076,559.5902,0.0607
2,0.9487,0.0005,0.9477,597.7329,0.0435,0.9715,0.0000,0.9713,544.9020,0.0266
3,0.9757,0.0032,0.9755,589.9595,0.0261,0.9828,0.0102,0.9826,541.0570,0.0195
4,0.9806,0.0069,0.9804,587.8552,0.0214,0.9847,0.0000,0.9845,539.4831,0.0167
5,0.9828,0.0095,0.9827,586.7678,0.0191,0.9841,0.0102,0.9839,539.4336,0.0157
6,0.9840,0.0090,0.9838,586.1587,0.0177,0.9861,0.0153,0.9860,538.4793,0.0145
7,0.9847,0.0132,0.9846,585.8195,0.0169,0.9877,0.0306,0.9877,538.0866,0.0137
8,0.9855,0.0158,0.9854,585.3485,0.0158,0.9870,0.0204,0.9869,538.0663,0.0134
9,0.9858,0.0185,0.9857,585.1018,0.0152,0.9870,0.0153,0.9870,538.2137,0.0127
10,0.9869,0.0248,0.9869,584.6813,0.0143,0.9885,0.0459,0.9884,537.7550,0.0123
11,0.9886,0.0427,0.9885,584.2722,0.0133,0.9907,0.0357,0.9906,537.3456,0.0109
12,0.9913,0.0765,0.9913,583.5898,0.0118,0.9943,0.1684,0.9943,536.1095,0.0088
13,0.9947,0.1999,0.9947,582.4113,0.0092,0.9950,0.2806,0.9950,535.9068,0.0085
14,0.9965,0.3513,0.9965,581.5001,0.0073,0.9962,0.3622,0.9961,534.7861,0.0061
15,0.9973,0.4546,0.9973,580.9920,0.0062,0.9972,0.5459,0.9972,534.5446,0.0051
16,0.9981,0.5939,0.9981,580.5496,0.0053,0.9980,0.6480,0.9980,534.9592,0.0044
17,0.9985,0.6804,0.9985,580.1908,0.0045,0.9984,0.7653,0.9984,533.6904,0.0038
18,0.9990,0.7679,0.9990,579.8834,0.0038,0.9982,0.7092,0.9982,534.1725,0.0038
19,0.9993,0.8154,0.9993,579.6754,0.0033,0.9986,0.7602,0.9986,534.3174,0.0037
