epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.7673,0.0000,0.7108,648.1314,0.1793,0.8118,0.0000,0.7316,597.1597,0.1465
1,0.7977,0.0000,0.7181,645.6721,0.1512,0.8130,0.0000,0.7408,594.8466,0.1404
2,0.7998,0.0000,0.7287,643.7922,0.1466,0.8145,0.0000,0.7452,593.6174,0.1372
3,0.8037,0.0000,0.7406,642.4121,0.1434,0.8152,0.0000,0.7463,593.2249,0.1361
4,0.8081,0.0000,0.7536,641.1378,0.1409,0.8154,0.0000,0.7548,592.4883,0.1351
5,0.8121,0.0000,0.7633,640.1329,0.1387,0.8169,0.0000,0.7617,591.9530,0.1344
6,0.8147,0.0000,0.7696,639.4605,0.1373,0.8161,0.0000,0.7644,591.6660,0.1347
7,0.8165,0.0000,0.7734,638.9764,0.1363,0.8181,0.0000,0.7650,591.3504,0.1331
8,0.8185,0.0000,0.7771,638.5575,0.1353,0.8187,0.0000,0.7655,591.2779,0.1330
9,0.8194,0.0000,0.7792,638.2430,0.1347,0.8181,0.0000,0.7701,591.1448,0.1333
10,0.8207,0.0000,0.7816,637.9869,0.1341,0.8161,0.0000,0.7750,590.7624,0.1342
11,0.8213,0.0000,0.7828,637.8049,0.1337,0.8178,0.0000,0.7724,590.7812,0.1330
12,0.8220,0.0000,0.7843,637.6220,0.1333,0.8184,0.0000,0.7710,590.8976,0.1329
13,0.8225,0.0000,0.7854,637.4888,0.1330,0.8201,0.0000,0.7730,590.8519,0.1328
14,0.8233,0.0000,0.7865,637.3192,0.1326,0.8190,0.0000,0.7765,590.5460,0.1327
15,0.8240,0.0000,0.7881,637.2152,0.1324,0.8202,0.0000,0.7721,590.9613,0.1326
16,0.8245,0.0000,0.7888,637.1210,0.1321,0.8202,0.0000,0.7751,590.8240,0.1330
17,0.8248,0.0000,0.7896,636.9921,0.1319,0.8212,0.0000,0.7775,590.5924,0.1322
18,0.8253,0.0000,0.7903,636.9286,0.1317,0.8201,0.0000,0.7779,590.4726,0.1325
19,0.8257,0.0000,0.7909,636.8177,0.1315,0.8203,0.0000,0.7763,590.6394,0.1325
