epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.7897,0.0000,0.7052,649.6117,0.1917,0.8121,0.0000,0.7280,595.5832,0.1459
1,0.7962,0.0000,0.7081,646.0633,0.1551,0.8121,0.0000,0.7300,594.9500,0.1420
2,0.7962,0.0000,0.7100,645.4727,0.1523,0.8111,0.0000,0.7339,594.2499,0.1398
3,0.7961,0.0000,0.7114,644.6171,0.1496,0.8121,0.0000,0.7291,593.6740,0.1377
4,0.7963,0.0000,0.7120,643.9736,0.1477,0.8119,0.0000,0.7305,593.3500,0.1366
5,0.7964,0.0000,0.7139,643.5700,0.1467,0.8116,0.0000,0.7361,593.1024,0.1365
6,0.7968,0.0000,0.7185,643.1820,0.1457,0.8126,0.0000,0.7344,593.1949,0.1356
7,0.7980,0.0000,0.7248,642.8106,0.1449,0.8133,0.0000,0.7401,592.8340,0.1351
8,0.7995,0.0000,0.7303,642.4346,0.1439,0.8140,0.0000,0.7450,592.5527,0.1347
9,0.8006,0.0000,0.7347,642.1108,0.1431,0.8144,0.0000,0.7490,592.3282,0.1346
10,0.8016,0.0000,0.7385,641.8491,0.1427,0.8152,0.0000,0.7494,592.3432,0.1344
11,0.8030,0.0000,0.7427,641.5270,0.1419,0.8160,0.0000,0.7571,591.9767,0.1347
12,0.8037,0.0000,0.7451,641.3026,0.1415,0.8176,0.0000,0.7582,591.8997,0.1335
13,0.8045,0.0000,0.7478,641.0698,0.1409,0.8177,0.0000,0.7565,591.8019,0.1334
14,0.8053,0.0000,0.7496,640.7997,0.1402,0.8158,0.0000,0.7580,591.7577,0.1340
15,0.8062,0.0000,0.7515,640.5963,0.1396,0.8172,0.0000,0.7565,591.7362,0.1332
16,0.8068,0.0000,0.7529,640.3359,0.1392,0.8164,0.0000,0.7608,591.4625,0.1333
17,0.8074,0.0000,0.7547,640.0785,0.1386,0.8171,0.0000,0.7575,591.5015,0.1326
18,0.8077,0.0000,0.7558,639.9236,0.1383,0.8162,0.0000,0.7591,591.4042,0.1326
19,0.8081,0.0000,0.7568,639.8020,0.1380,0.8162,0.0000,0.7629,591.0437,0.1327
