epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.8660,0.0000,0.8554,624.5585,0.1522,0.9665,0.0000,0.9656,556.0544,0.0480
1,0.9887,0.0227,0.9886,590.8943,0.0263,0.9969,0.0714,0.9969,538.0543,0.0129
2,0.9978,0.0654,0.9978,582.7902,0.0101,0.9982,0.0765,0.9982,534.3376,0.0064
3,0.9981,0.0617,0.9981,580.8056,0.0061,0.9981,0.0612,0.9981,533.3495,0.0041
4,0.9983,0.1345,0.9983,579.8462,0.0045,0.9984,0.2092,0.9984,532.1668,0.0028
5,0.9987,0.3861,0.9987,579.4558,0.0035,0.9987,0.3776,0.9987,532.7405,0.0024
6,0.9989,0.4937,0.9989,579.2263,0.0030,0.9987,0.3929,0.9987,532.9486,0.0020
7,0.9988,0.5090,0.9988,579.0835,0.0026,0.9988,0.4643,0.9988,533.1875,0.0019
8,0.9990,0.5744,0.9990,578.9767,0.0023,0.9989,0.5459,0.9989,532.3329,0.0033
9,0.9993,0.6788,0.9993,578.9090,0.0021,0.9993,0.6531,0.9993,531.5638,0.0022
10,0.9995,0.7574,0.9995,578.8789,0.0020,0.9992,0.6020,0.9992,533.3086,0.0018
11,0.9996,0.7959,0.9996,578.8464,0.0020,0.9993,0.6633,0.9993,532.9953,0.0017
12,0.9997,0.8259,0.9997,578.7918,0.0018,0.9994,0.6837,0.9994,532.0136,0.0011
13,0.9997,0.8376,0.9997,578.7510,0.0017,0.9994,0.6990,0.9994,532.5812,0.0012
14,0.9997,0.8439,0.9997,578.7404,0.0017,0.9994,0.6888,0.9994,532.4979,0.0011
15,0.9997,0.8455,0.9997,578.7031,0.0016,0.9994,0.6939,0.9994,531.5121,0.0011
16,0.9997,0.8639,0.9997,578.6791,0.0015,0.9994,0.6837,0.9994,532.7713,0.0013
17,0.9998,0.8977,0.9998,578.6311,0.0014,0.9995,0.7296,0.9995,533.1611,0.0015
18,0.9999,0.9351,0.9999,578.6153,0.0014,0.9998,0.8724,0.9998,532.0612,0.0012
19,0.9999,0.9657,0.9999,578.6210,0.0013,0.9999,0.9694,0.9999,532.0216,0.0017
