epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_loss
0,0.7725,0.0000,0.6870,0.2341,0.7832,0.0000,0.6891,0.1684
1,0.7815,0.0000,0.6858,0.1677,0.7837,0.0000,0.6888,0.1635
2,0.7815,0.0000,0.6857,0.1649,0.7837,0.0000,0.6888,0.1616
3,0.7815,0.0000,0.6858,0.1634,0.7837,0.0000,0.6888,0.1609
4,0.7815,0.0000,0.6858,0.1626,0.7837,0.0000,0.6888,0.1603
5,0.7815,0.0000,0.6858,0.1618,0.7838,0.0000,0.6889,0.1595
6,0.7817,0.0000,0.6865,0.1607,0.7841,0.0000,0.6898,0.1581
7,0.7821,0.0000,0.6904,0.1594,0.7845,0.0000,0.6973,0.1571
8,0.7825,0.0000,0.6956,0.1584,0.7848,0.0000,0.7049,0.1565
9,0.7827,0.0000,0.6982,0.1577,0.7844,0.0000,0.6972,0.1556
10,0.7835,0.0000,0.7026,0.1564,0.7864,0.0000,0.7083,0.1537
11,0.7845,0.0000,0.7072,0.1551,0.7856,0.0000,0.7101,0.1532
12,0.7855,0.0000,0.7117,0.1538,0.7876,0.0000,0.7085,0.1516
13,0.7873,0.0000,0.7196,0.1523,0.7907,0.0000,0.7206,0.1496
14,0.7893,0.0000,0.7259,0.1509,0.7913,0.0000,0.7239,0.1496
15,0.7907,0.0000,0.7302,0.1499,0.7940,0.0000,0.7328,0.1483
16,0.7922,0.0000,0.7347,0.1489,0.7942,0.0000,0.7309,0.1471
17,0.7934,0.0000,0.7385,0.1478,0.7943,0.0000,0.7428,0.1470
18,0.7957,0.0000,0.7437,0.1466,0.7974,0.0000,0.7444,0.1454
19,0.7964,0.0000,0.7455,0.1462,0.7986,0.0000,0.7491,0.1453
