epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.7967,0.0000,0.7093,647.4099,0.1695,0.8122,0.0000,0.7361,594.4359,0.1392
1,0.8017,0.0000,0.7331,643.0044,0.1453,0.8211,0.0000,0.7666,591.2505,0.1318
2,0.8095,0.0000,0.7547,640.5517,0.1398,0.8255,0.0000,0.7710,589.6518,0.1291
3,0.8144,0.0000,0.7598,639.0558,0.1363,0.8312,0.0000,0.7772,588.0605,0.1243
4,0.8196,0.0000,0.7630,637.0122,0.1318,0.8335,0.0000,0.7814,586.1539,0.1205
5,0.8215,0.0000,0.7649,635.8879,0.1293,0.8352,0.0000,0.7824,585.3758,0.1187
6,0.8229,0.0000,0.7683,635.3795,0.1281,0.8364,0.0000,0.7875,585.0993,0.1180
7,0.8251,0.0000,0.7749,634.8808,0.1270,0.8401,0.0000,0.7937,584.8790,0.1175
8,0.8275,0.0000,0.7815,634.4963,0.1262,0.8402,0.0000,0.7952,585.0182,0.1170
9,0.8301,0.0000,0.7871,634.0786,0.1252,0.8417,0.0000,0.8014,584.5118,0.1167
10,0.8332,0.0000,0.7931,633.4400,0.1238,0.8455,0.0000,0.8065,583.5981,0.1150
11,0.8357,0.0000,0.7979,632.8209,0.1225,0.8513,0.0000,0.8161,582.2849,0.1120
12,0.8386,0.0000,0.8029,632.0334,0.1208,0.8549,0.0000,0.8229,581.7063,0.1104
13,0.8412,0.0000,0.8078,631.2250,0.1190,0.8555,0.0000,0.8252,581.5720,0.1097
14,0.8430,0.0000,0.8113,630.5447,0.1176,0.8562,0.0000,0.8263,581.0805,0.1083
15,0.8441,0.0000,0.8138,630.2249,0.1168,0.8581,0.0000,0.8292,580.3287,0.1069
16,0.8457,0.0000,0.8164,629.8599,0.1160,0.8580,0.0000,0.8291,579.9468,0.1067
17,0.8461,0.0000,0.8172,629.7332,0.1157,0.8587,0.0000,0.8318,579.8935,0.1065
18,0.8475,0.0000,0.8190,629.4450,0.1150,0.8605,0.0000,0.8332,580.1425,0.1061
19,0.8485,0.0000,0.8199,629.1591,0.1144,0.8591,0.0000,0.8306,579.8858,0.1066
