epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_ce_loss,valid_loss
0,0.8497,0.0000,0.8214,630.2759,0.1384,0.9155,0.0000,0.9078,563.6131,0.0676
1,0.9550,0.0469,0.9518,598.1835,0.0403,0.9972,0.1224,0.9972,538.2196,0.0089
2,0.9979,0.4188,0.9979,581.2786,0.0057,0.9993,0.6888,0.9993,532.9314,0.0017
3,0.9993,0.7632,0.9993,579.5158,0.0031,0.9998,0.9082,0.9998,531.8893,0.0008
4,0.9997,0.8950,0.9997,579.0710,0.0022,0.9999,0.9439,0.9999,531.8861,0.0006
5,0.9999,0.9436,0.9999,578.8617,0.0018,0.9999,0.9643,0.9999,532.2002,0.0004
6,0.9999,0.9736,0.9999,578.7443,0.0016,1.0000,1.0000,1.0000,531.6661,0.0003
7,1.0000,0.9884,1.0000,578.7026,0.0015,1.0000,1.0000,1.0000,532.5835,0.0002
8,1.0000,0.9921,1.0000,578.6464,0.0014,1.0000,1.0000,1.0000,532.6401,0.0003
9,1.0000,0.9947,1.0000,578.5670,0.0012,1.0000,1.0000,1.0000,531.9115,0.0001
10,1.0000,0.9953,1.0000,578.5925,0.0013,1.0000,1.0000,1.0000,531.9277,0.0001
11,1.0000,0.9963,1.0000,578.5784,0.0013,1.0000,1.0000,1.0000,531.7340,0.0001
12,1.0000,0.9968,1.0000,578.5756,0.0011,1.0000,1.0000,1.0000,531.8996,0.0001
13,1.0000,0.9968,1.0000,578.4744,0.0010,1.0000,1.0000,1.0000,532.1002,0.0001
14,1.0000,0.9968,1.0000,578.5285,0.0011,1.0000,1.0000,1.0000,532.6160,0.0001
15,1.0000,0.9963,1.0000,578.5036,0.0010,1.0000,1.0000,1.0000,531.9743,0.0001
16,1.0000,0.9968,1.0000,578.4858,0.0010,1.0000,1.0000,1.0000,532.3969,0.0006
17,1.0000,0.9968,1.0000,578.5036,0.0010,1.0000,1.0000,1.0000,532.5368,0.0001
18,1.0000,0.9968,1.0000,578.4744,0.0010,1.0000,1.0000,1.0000,531.3935,0.0001
19,1.0000,0.9968,1.0000,578.5121,0.0010,1.0000,1.0000,1.0000,531.6833,0.0001
